species	class	copy_number	bp	percent
dmau	LTR	52.0	10308.0	0.0005544006140357907
dmau	LINE	172.0	101980.0	0.0054848442587669705
dmau	LINE	183.0	247538.0	0.013313467132051955
dmau	LINE	152.0	71823.0	0.0038628943831870966
dmau	RC	3317.0	449083.0	0.024153268427729434
dmau	Chimera	3371.0	580964.0	0.031246293978724204
dmau	LINE	751.0	450311.0	0.024219314600996404
dmau	Unknown	76.0	10618.0	0.0005710735079386908
dmau	LTR	99.0	23897.0	0.0012852649857987282
dmau	LTR	440.0	296698.0	0.01595746540387961
dmau	LTR	391.0	212163.0	0.011410874803616168
dmau	LTR	169.0	55356.0	0.002977241015770783
dmau	LTR	229.0	182560.0	0.009818721002946638
dmau	LTR	64.0	19507.0	0.001049155294722174
dmau	Chimera	58.0	11359.0	0.0006109271027194942
dmau	DNA	201.0	113135.0	0.006084799521627782
dmau	LTR	48.0	8110.0	0.00043618441791135645
dmau	LTR	64.0	57698.0	0.0031032020400307576
dmau	LTR	11.0	4699.0	0.0002527288014507354
dmau	LTR	254.0	155716.0	0.00837495595801292
dmau	LTR	153.0	47269.0	0.002542293619019964
dmau	LTR	40.0	26244.0	0.0014114949277022983
dmau	LTR	53.0	18090.0	0.0009729440345273044
dmau	Chimera	184.0	152687.0	0.00821204564952297
dmau	LINE	218.0	223599.0	0.012025943238047027
dmau	LTR	491.0	328866.0	0.017687573955713458
dmau	Chimera	263.0	265616.0	0.014285765764234631
dmau	LTR	34.0	5691.0	0.000306082061940016
dmau	LINE	290.0	190930.0	0.010268889138324943
dmau	DNA	188.0	40981.0	0.0022041027904346855
dmau	DNA	151.0	59007.0	0.003173604679123972
dmau	LTR	73.0	22496.0	0.001209914262063363
dmau	DNA	224.0	60396.0	0.0032483100005147084
dmau	DNA	95.0	43059.0	0.002315864963112836
dmau	LTR	51.0	13788.0	0.000741567293978025
dmau	LTR	52.0	10498.0	0.000564619484492407
dmau	LTR	128.0	72712.0	0.003910707940218317
dmau	LTR	39.0	8963.0	0.0004820617679086915
dmau	LTR	27.0	4843.0	0.0002604736295862761
dmau	LINE	564.0	334475.0	0.017989245768298516
dmau	LTR	25.0	13332.0	0.000717042004882146
dmau	LINE	48.0	8915.0	0.00047948015853017793
dmau	LINE	32.0	84016.0	0.004518676948858265
dmau	LTR	62.0	26566.0	0.001428813223949827
dmau	LTR	196.0	140433.0	0.0075529822885999414
dmau	LTR	59.0	14762.0	0.000793952450950363
dmau	LINE	290.0	519491.0	0.0279400591177791
dmau	LTR	36.0	7396.0	0.000397782978405967
dmau	Chimera	63.0	8628.0	0.0004640442857878155
dmau	DNA	52.0	7185.0	0.0003864346538462511
dmau	DNA	124.0	75617.0	0.0040669490911471075
dmau	LTR	78.0	11422.0	0.0006143154650287933
dmau	DNA	159.0	15784.0	0.0008489192173012146
dmau	LTR	17.0	4807.0	0.00025853742255239095
dmau	LTR	14.0	2569.0	0.0001381698852791954
dmau	DNA	40.0	11899.0	0.000639970208227772
dmau	LTR	44.0	10704.0	0.0005756988914085276
dmau	LINE	191.0	117445.0	0.006316606530406814
dmau	LINE	46.0	5652.0	0.0003039845043199737
dmau	LINE	51.0	30710.0	0.001651692166961499
dmau	LTR	67.0	17318.0	0.000931423150356211
dmau	LTR	45.0	29953.0	0.001610978035721191
dmau	DNA	67.0	19639.0	0.0010562547205130862
dmau	LTR	58.0	43299.0	0.0023287730100054038
dmau	LTR	34.0	3002.0	0.00016145815321453664
dmau	DNA	11.0	11247.0	0.0006049033475029626
dmau	LTR	44.0	5919.0	0.00031834470648795546
dmau	RC	128.0	8796.0	0.000473079918612613
dmau	LTR	124.0	94071.0	0.00505947033012814
dmau	LTR	126.0	64622.0	0.0034755991928813413
dmau	DNA	65.0	51024.0	0.0027442507693599323
dmau	RC	141.0	10785.0	0.0005800553572347693
dmau	DNA	36.0	4515.0	0.00024283263216643333
dmau	DNA	24.0	5716.0	0.0003074266501579918
dmau	DNA	26.0	27409.0	0.0014741527386599716
dmau	Chimera	1349.0	1189430.0	0.06397174256427925
dmau	DNA	324.0	20089.0	0.001080457308436651
dmau	LTR	31.0	26037.0	0.0014003617372574586
dmau	LTR	28.0	1803.0	9.697170228041624e-05
dmau	LTR	54.0	22560.0	0.0012133564079013811
dmau	LTR	21.0	9837.0	0.0005290685720091262
dmau	LTR	20.0	6985.0	0.0003756779481024445
dmau	LTR	32.0	2563.0	0.0001378471841068812
dmau	LTR	14.0	3812.0	0.00020502281147695325
dmau	LTR	10.0	5825.0	0.0003132890547883664
dmau	LINE	35.0	33863.0	0.0018212716330126095
dmau	LTR	11.0	3927.0	0.000211207917279642
dmau	LTR	20.0	4305.0	0.00023153809113543646
dmau	Satellite/Simple_Repeat	11315.0	2099377.0	0.11291190317157704
dmau	Satellite/Simple_Repeat	11232.0	2095253.0	0.11269009989913975
dmel	LINE	152.0	19529.0	0.0009548601349194048
dmel	LINE	60.0	6679.0	0.00032656617548910364
dmel	Chimera	767.0	389837.0	0.019060874106025704
dmel	Unknown	3724.0	1234275.0	0.060349223873605834
dmel	LTR	141.0	37924.0	0.0018542739390999799
dmel	Chimera	2172.0	349878.0	0.01710709991731945
dmel	RC	1474.0	193735.0	0.009472570445932249
dmel	LINE	290.0	146284.0	0.007152478876365928
dmel	LINE	256.0	129107.0	0.006312618538534466
dmel	RC	1590.0	220819.0	0.01079682831341943
dmel	LINE	292.0	198746.0	0.00971758064287429
dmel	DNA	218.0	64196.0	0.0031388294956877522
dmel	LTR	126.0	17971.0	0.0008786825482429528
dmel	LTR	610.0	212466.0	0.010388412792553958
dmel	LTR	1226.0	767228.0	0.037513207619127714
dmel	LTR	426.0	201373.0	0.009846026419638759
dmel	LTR	324.0	112516.0	0.005501410361031888
dmel	LTR	189.0	33085.0	0.0016176735912647093
dmel	LINE	800.0	99533.0	0.0048666134368853045
dmel	LTR	1156.0	1394704.0	0.0681933150500606
dmel	Chimera	1137.0	527218.0	0.025778045502173115
dmel	Chimera	4014.0	2501082.0	0.12228908269570868
dmel	Chimera	862.0	252594.0	0.012350450146952335
dmel	LINE	1124.0	573333.0	0.028032814057747303
dmel	LINE	686.0	570757.0	0.027906861899031937
dmel	LTR	836.0	244624.0	0.011960761208690895
dmel	LTR	541.0	309572.0	0.015136359346984997
dmel	LTR	20.0	8233.0	0.00040254818427935173
dmel	LINE	1412.0	694062.0	0.03393579471362752
dmel	Chimera	477.0	280242.0	0.013702284496394277
dmel	LTR	174.0	184152.0	0.009004014725059052
dmel	LTR	45.0	10316.0	0.0005043953685200768
dmel	LTR	347.0	63935.0	0.003126068038612942
dmel	LTR	90.0	8726.0	0.00042665315875399284
dmel	LTR	787.0	417200.0	0.020398773531075616
dmel	LTR	574.0	193071.0	0.009440104516822388
dmel	LINE	804.0	726362.0	0.0355150861447247
dmel	DNA	66.0	30719.0	0.0015019892715750522
dmel	DNA	51.0	4608.0	0.0002253057249069905
dmel	LTR	99.0	32291.0	0.0015788513808532184
dmel	Chimera	145.0	19550.0	0.0009558869188219757
dmel	LTR	51.0	3544.0	0.00017328200717673054
dmel	LTR	376.0	327552.0	0.016015481945471907
dmel	Unknown	60.0	9286.0	0.00045403406282255073
dmel	LTR	32.0	4240.0	0.00020731255937622389
dmel	LTR	26.0	2220.0	0.00010854572684321157
dmel	LINE	76.0	12867.0	0.0006291251654466681
dmel	DNA	222.0	130533.0	0.006382342054966187
dmel	LTR	313.0	166279.0	0.008130123835028097
dmel	Chimera	1080.0	871463.0	0.0426097228612458
dmel	LTR	282.0	229797.0	0.011235802879004273
dmel	LTR	364.0	65780.0	0.0032162783386245303
dmel	LTR	166.0	110836.0	0.005419267648826215
dmel	LINE	115.0	88942.0	0.004348772088688704
dmel	LINE	1242.0	221997.0	0.010854426000906503
dmel	LINE	420.0	120364.0	0.005885134173764107
dmel	DNA	345.0	83181.0	0.004067091038083415
dmel	RC	597.0	94977.0	0.004643850224498966
dmel	Chimera	243.0	181395.0	0.008869212666992955
dmel	LTR	28.0	9380.0	0.0004586301431483444
dmel	LTR	244.0	67355.0	0.003293287131317349
dmel	DNA	1324.0	506508.0	0.024765440996351983
dmel	LINE	705.0	120897.0	0.0059111949271007875
dmel	LINE	184.0	69748.0	0.003410291601738883
dmel	LINE	46.0	8723.0	0.0004265064753393399
dmel	DNA	72.0	34736.0	0.001698398363795404
dmel	LTR	158.0	15968.0	0.0007807469217263073
dmel	LTR	83.0	10367.0	0.0005068889865691776
dmel	LTR	75.0	38974.0	0.0019056131342285259
dmel	LTR	56.0	15584.0	0.0007619714446507248
dmel	LTR	110.0	35769.0	0.001748906352907583
dmel	LTR	27.0	2550.0	0.0001246809024550403
dmel	LTR	210.0	57970.0	0.0028344125158112497
dmel	DNA	74.0	45380.0	0.0022188311189842076
dmel	Chimera	88.0	17180.0	0.0008400070212461147
dmel	LTR	321.0	252252.0	0.012333728237681894
dmel	LTR	153.0	84968.0	0.004154465458745045
dmel	LTR	66.0	19111.0	0.0009344222458110884
dmel	Chimera	107.0	54374.0	0.002658587996113867
dmel	Chimera	83.0	26706.0	0.0013057757572409044
dmel	LINE	165.0	34479.0	0.001685832484606798
dmel	LTR	38.0	2925.0	0.0001430163292866639
dmel	LTR	328.0	37509.0	0.0018339827334063164
dmel	LINE	71.0	31073.0	0.001519297914504105
dmel	LTR	85.0	21861.0	0.001068882042576328
dmel	LTR	65.0	6782.0	0.0003316023060588562
dmel	DNA	85.0	40954.0	0.0020024241878994985
dmel	LTR	337.0	130163.0	0.006364251100492318
dmel	LTR	61.0	12384.0	0.0006055091356875369
dmel	LTR	174.0	34000.0	0.0016624120327338708
dmel	LTR	39.0	29208.0	0.001428109725061497
dmel	DNA	386.0	103089.0	0.005040482177720647
dmel	LTR	6.0	497.0	2.430055236084511e-05
dmel	LTR	67.0	4448.0	0.0002174826094588311
dmel	LTR	62.0	10687.0	0.0005225352174654964
dmel	LTR	158.0	32826.0	0.0016050099231330014
dmel	LTR	91.0	41007.0	0.002005015594891701
dmel	DNA	47.0	3142.0	0.00015362642961323005
dmel	LINE	76.0	31767.0	0.0015532306777604962
dmel	LINE	13.0	790.0	3.8626632525286996e-05
dmel	LTR	74.0	38409.0	0.0018779877578022131
dmel	LTR	72.0	19301.0	0.0009437121954057777
dmel	LTR	424.0	139560.0	0.0068237124496570295
dmel	LTR	302.0	186080.0	0.009098283266209373
dmel	LTR	15.0	1520.0	7.431959675751423e-05
dmel	LTR	64.0	33019.0	0.0016144465561423436
dmel	LTR	97.0	5406.0	0.00026432351320468546
dmel	DNA	67.0	19401.0	0.0009486016425608773
dmel	Chimera	94.0	24889.0	0.0012169345024327445
dmel	LTR	77.0	49089.0	0.0024001807139668527
dmel	LTR	52.0	29447.0	0.0014397955037621852
dmel	LTR	24.0	4597.0	0.00022476788571992954
dmel	LTR	105.0	20029.0	0.000979307370694903
dmel	LTR	18.0	3173.0	0.00015514215823131093
dmel	LTR	85.0	61181.0	0.0029914126639614983
dmel	LTR	88.0	7887.0	0.00038563069712270703
dmel	LINE	127.0	36373.0	0.0017784386137243847
dmel	LINE	99.0	114730.0	0.005609662721045794
dmel	LTR	24.0	6916.0	0.0003381541652466897
dmel	DNA	43.0	7767.0	0.0003797633605365875
dmel	LTR	8.0	805.0	3.936004959855194e-05
dmel	LINE	3.0	168.0	8.214271220567362e-06
dmel	LTR	13.0	2835.0	0.00013861582684707423
dmel	LTR	27.0	22445.0	0.0010974364139621096
dmel	LINE	103.0	6772.0	0.00033111336134334626
dmel	Satellite/Simple_Repeat	5656.0	661039.0	0.03232115257959898
dmel	Satellite/Simple_Repeat	5812.0	637496.0	0.031170030035873875
dmoj	Chimera	17550.0	5398562.0	0.18037336473467747
dmoj	Chimera	6728.0	2723068.0	0.09098143867965741
dmoj	Unknown	71161.0	4021032.0	0.13434819708392892
dmoj	LINE	6615.0	673358.0	0.022497814812724747
dmoj	Chimera	2061.0	474908.0	0.01586732798464039
dmoj	RC	633.0	79316.0	0.002650056403408107
dmoj	RC	1547.0	502419.0	0.01678650824731325
dmoj	DNA	537.0	74017.0	0.0024730095417199284
dmoj	DNA	381.0	62390.0	0.002084535516272023
dmoj	LTR	1272.0	135200.0	0.004517217531655354
dmoj	Chimera	928.0	533174.0	0.017814075001648017
dmoj	LTR	39.0	41200.0	0.0013765485377529628
dmoj	LINE	73.0	12877.0	0.00043023824079235204
dmoj	LINE	159.0	70632.0	0.002359912046567167
dmoj	DNA	46.0	4102.0	0.00013705344907433625
dmoj	LTR	234.0	61743.0	0.0020629183584097376
dmoj	DNA	1015.0	78658.0	0.0026280717204507902
dmoj	LINE	66.0	11186.0	0.00037373961027438457
dmoj	LINE	467.0	137602.0	0.004597471647861243
dmoj	Chimera	370.0	99502.0	0.003324498364162508
dmoj	DNA	81.0	43713.0	0.0014605113162814386
dmoj	DNA	179.0	32886.0	0.0010987663886539792
dmoj	Chimera	5189.0	552648.0	0.01846472806534222
dmoj	DNA	229.0	163562.0	0.005464830872134712
dmoj	Chimera	1331.0	364098.0	0.012165013822785882
dmoj	DNA	582.0	105903.0	0.0035383645580983505
dmoj	DNA	1086.0	91457.0	0.0030557038742056487
dmoj	LTR	231.0	341354.0	0.011405105571750604
dmoj	Chimera	109.0	180159.0	0.006019359417792137
dmoj	LINE	136.0	14033.0	0.0004688617871428963
dmoj	DNA	222.0	111150.0	0.0037136740284281996
dmoj	DNA	412.0	84323.0	0.0028173471443918227
dmoj	LINE	71.0	9778.0	0.0003266963981103998
dmoj	Chimera	441.0	131383.0	0.004389686323679551
dmoj	DNA	2366.0	571693.0	0.01910104765033021
dmoj	LINE	60.0	4004.0	0.00013377913459133164
dmoj	DNA	285.0	56880.0	0.0019004388550337022
dmoj	LTR	292.0	139153.0	0.004649292686260633
dmoj	DNA	290.0	44280.0	0.0014794555643616795
dmoj	Chimera	831.0	491191.0	0.016411365359403293
dmoj	DNA	36.0	1545.0	5.162057016573611e-05
dmoj	Chimera	516.0	646384.0	0.021596576456963865
dmoj	LTR	131.0	112845.0	0.0037703063044352693
dmoj	Chimera	229.0	185571.0	0.006200181764547454
dmoj	DNA	164.0	38469.0	0.0012853020800684158
dmoj	LTR	15.0	2606.0	8.707003615010246e-05
dmoj	LTR	44.0	6090.0	0.00020347525715814428
dmoj	DNA	107.0	9612.0	0.00032115011031265726
dmoj	LINE	97.0	46063.0	0.0015390280411289984
dmoj	LINE	47.0	6439.0	0.0002151358260823138
dmoj	LTR	56.0	18054.0	0.0006032089150629124
dmoj	LINE	78.0	15119.0	0.0005051465374341516
dmoj	LINE	187.0	126798.0	0.004236495181796121
dmoj	LTR	447.0	407872.0	0.013627563232776129
dmoj	DNA	93.0	57724.0	0.0019286380532342726
dmoj	LTR	42.0	6531.0	0.00021820967233166506
dmoj	RC	189.0	61099.0	0.0020414014346642785
dmoj	LTR	113.0	17441.0	0.0005827277438579958
dmoj	LTR	75.0	102270.0	0.0034169810426212506
dmoj	DNA	165.0	23256.0	0.0007770148736403618
dmoj	LTR	104.0	23075.0	0.0007709674152584859
dmoj	RC	86.0	51818.0	0.001731310488574831
dmoj	DNA	39.0	12435.0	0.00041547041424655566
dmoj	DNA	42.0	26863.0	0.0008975296934382971
dmoj	LINE	74.0	17398.0	0.0005812910548501468
dmoj	LINE	53.0	6981.0	0.0002332447898556659
dmoj	DNA	67.0	34315.0	0.0011465112396357505
dmoj	Chimera	37.0	12599.0	0.0004209498792997471
dmoj	DNA	86.0	34507.0	0.0011529262231126576
dmoj	LTR	24.0	26892.0	0.0008984986232342884
dmoj	DNA	48.0	10482.0	0.00035021800419239216
dmoj	LTR	53.0	16589.0	0.000554261254679221
dmoj	LTR	56.0	35406.0	0.0011829630467883837
dmoj	LTR	406.0	220955.0	0.007382409761145775
dmoj	Chimera	44.0	17453.0	0.0005831286803253025
dmoj	RC	73.0	24095.0	0.0008050470149795544
dmoj	LTR	51.0	29872.0	0.0009980645126154493
dmoj	DNA	122.0	37522.0	0.001253661510523463
dmoj	LTR	325.0	94281.0	0.0031500575895118225
dmoj	DNA	111.0	8628.0	0.0002882733199935088
dmoj	DNA	61.0	32436.0	0.0010837312711299784
dmoj	DNA	122.0	32655.0	0.0010910483616583253
dmoj	LINE	42.0	38368.0	0.0012819275314685844
dmoj	DNA	36.0	2686.0	8.974294593214705e-05
dmoj	DNA	23.0	3022.0	0.00010096916701673432
dmoj	LINE	70.0	51510.0	0.0017210197859139592
dmoj	DNA	65.0	15643.0	0.0005226540965065436
dmoj	DNA	66.0	57212.0	0.0019115314306291872
dmoj	DNA	24.0	8495.0	0.0002838296074808597
dmoj	LTR	16.0	15949.0	0.0005328779764228642
dmoj	DNA	40.0	5114.0	0.0001708657578172003
dmoj	RC	60.0	26226.0	0.0008762466492987671
dmoj	DNA	135.0	39362.0	0.0013151384355104886
dmoj	DNA	35.0	8791.0	0.0002937193736744247
dmoj	LTR	27.0	3731.0	0.0001246578299601045
dmoj	DNA	32.0	2645.0	8.83730796688492e-05
dmoj	LTR	16.0	2119.0	7.079869785190603e-05
dmoj	DNA	51.0	10742.0	0.0003589049609840371
dmoj	DNA	63.0	4214.0	0.00014079552276919868
dmoj	DNA	127.0	43476.0	0.0014525928210521314
dmoj	Chimera	34.0	36715.0	0.0012266985330970882
dmoj	LINE	66.0	79543.0	0.0026576407849146586
dmoj	LTR	85.0	21696.0	0.0007248931328904923
dmoj	Chimera	22.0	11982.0	0.0004003350626057282
dmoj	Satellite/Simple_Repeat	55375.0	4011370.0	0.1340253764050025
dmoj	Satellite/Simple_Repeat	55564.0	4001679.0	0.13370158679628008
dper	RC	8005.0	3417092.0	0.08436980673316138
dper	Chimera	5835.0	3903851.0	0.09638814359843365
dper	Unknown	44983.0	3881364.0	0.09583292768852879
dper	LINE	181.0	23752.0	0.0005864494282056349
dper	LTR	1929.0	541669.0	0.01337409377428082
dper	LTR	436.0	134661.0	0.003324851231542565
dper	DNA	786.0	121556.0	0.0030012818581578037
dper	Chimera	3427.0	398058.0	0.009828262314444199
dper	LINE	1307.0	167095.0	0.0041256638264575846
dper	LINE	721.0	49915.0	0.0012324277201450095
dper	Chimera	144.0	27000.0	0.0006666442641273216
dper	LTR	1002.0	115744.0	0.0028577805076723225
dper	DNA	706.0	115183.0	0.002843929121295455
dper	Chimera	3820.0	1565501.0	0.03865304674576245
dper	LINE	3367.0	2351432.0	0.05805809834390504
dper	Chimera	1207.0	227385.0	0.0056142557777255925
dper	DNA	250.0	71957.0	0.001776656344955914
dper	LINE	146.0	45155.0	0.0011149008054321928
dper	Chimera	573.0	39671.0	0.0009794979482294435
dper	Chimera	136.0	55258.0	0.0013643492128573161
dper	RC	427.0	39712.0	0.000980510259889785
dper	LTR	232.0	96649.0	0.0023863148697645
dper	DNA	118.0	20704.0	0.0005111926979441505
dper	LTR	1097.0	579769.0	0.014314802902549374
dper	DNA	89.0	27574.0	0.0006808166273721024
dper	LTR	91.0	7456.0	0.00018409257901234478
dper	LTR	256.0	14758.0	0.00036438281666633374
dper	LINE	89.0	16453.0	0.00040623326213654894
dper	LTR	68.0	39027.0	0.0009635972480035918
dper	LTR	133.0	129225.0	0.003190633519698264
dper	LTR	776.0	456854.0	0.011279966616430494
dper	DNA	26.0	3334.0	8.23182213555737e-05
dper	DNA	253.0	100278.0	0.0024759167969688723
dper	LINE	110.0	101932.0	0.002516754930778746
dper	DNA	117.0	73446.0	0.0018134205415961206
dper	LINE	429.0	279003.0	0.006888731467567226
dper	LTR	37.0	30685.0	0.0007576288609165504
dper	DNA	104.0	44720.0	0.0011041604256212525
dper	RC	87.0	3931.0	9.705846675127781e-05
dper	LTR	1063.0	528621.0	0.013051931761009217
dper	LTR	232.0	420848.0	0.01039095945442426
dper	LINE	436.0	178997.0	0.004419530494296229
dper	LINE	228.0	64457.0	0.0015914773826983246
dper	Chimera	546.0	295549.0	0.0072972609488357685
dper	LINE	1169.0	977332.0	0.024130843405484572
dper	LINE	1448.0	1162345.0	0.02869891211803969
dper	DNA	139.0	50465.0	0.001246007510710566
dper	DNA	190.0	29327.0	0.0007240991234837762
dper	DNA	302.0	55621.0	0.0013733118746305833
dper	LTR	425.0	151461.0	0.0037396521069995646
dper	LTR	670.0	227246.0	0.005610823794291752
dper	Chimera	126.0	19189.0	0.00047378654756811755
dper	LTR	49.0	4253.0	0.00010500881686420365
dper	DNA	490.0	60500.0	0.0014937769622112205
dper	LINE	735.0	481748.0	0.011894612627955886
dper	LTR	82.0	30372.0	0.0007499007255583338
dper	Chimera	137.0	40140.0	0.000991077806002618
dper	DNA	118.0	9065.0	0.00022381963904867297
dper	LTR	282.0	150629.0	0.003719109587453123
dper	DNA	73.0	10073.0	0.00024870769157609297
dper	LINE	1572.0	1082426.0	0.026725669786751116
dper	DNA	136.0	28509.0	0.0007039022713335485
dper	LINE	54.0	15672.0	0.00038694995953345864
dper	LINE	298.0	95424.0	0.0023560689725957602
dper	DNA	42.0	2775.0	6.851621603530804e-05
dper	LTR	21.0	2667.0	6.584963897879876e-05
dper	DNA	32.0	3963.0	9.78485636569102e-05
dper	DNA	105.0	16849.0	0.00041601071134374966
dper	Chimera	928.0	634741.0	0.0156720906243126
dper	LTR	75.0	29975.0	0.000740098585822832
dper	LINE	291.0	162465.0	0.0040113466804239
dper	RC	94.0	8570.0	0.00021159782753967207
dper	DNA	35.0	4796.0	0.00011841577373165311
dper	LINE	44.0	9434.0	0.00023293044399174634
dper	DNA	180.0	37662.0	0.0009298946768727106
dper	LINE	80.0	10027.0	0.0002475719272742464
dper	DNA	263.0	58657.0	0.0014482723185524555
dper	LINE	179.0	94859.0	0.002342118824105689
dper	LTR	145.0	62400.0	0.0015406889659831432
dper	Chimera	133.0	121312.0	0.002995257369252357
dper	DNA	265.0	59090.0	0.0014589633173067937
dper	LINE	235.0	150751.0	0.0037221218319058464
dper	DNA	156.0	42685.0	0.0010539152005286934
dper	LTR	230.0	98880.0	0.0024413994384040578
dper	LTR	52.0	22524.0	0.0005561294594519922
dper	LTR	83.0	9365.0	0.00023122679753897652
dper	Chimera	54.0	15787.0	0.00038978937028807503
dper	Chimera	63.0	14323.0	0.0003536424368553936
dper	LTR	55.0	11409.0	0.00028169423738624486
dper	LINE	175.0	59089.0	0.0014589386267784927
dper	Chimera	122.0	58941.0	0.0014552844285899429
dper	DNA	89.0	6555.0	0.00016184641301313307
dper	LINE	298.0	110876.0	0.0027375870159029965
dper	LINE	245.0	120914.0	0.002985430538988554
dper	LTR	401.0	196508.0	0.004851886335375248
dper	LINE	41.0	21234.0	0.0005242786779436868
dper	DNA	95.0	37015.0	0.0009139199050619558
dper	DNA	55.0	19605.0	0.00048405780734133845
dper	DNA	73.0	20610.0	0.0005088717882838554
dper	DNA	39.0	4934.0	0.00012182306663719276
dper	LTR	60.0	16946.0	0.00041840569258894784
dper	LINE	57.0	27449.0	0.0006777303113344759
dper	LTR	226.0	48880.0	0.0012068730233534622
dper	LTR	403.0	123241.0	0.003042885398345009
dper	Chimera	43.0	26607.0	0.0006569408865050239
dper	LINE	106.0	56863.0	0.0014039775107804401
dper	LTR	472.0	96803.0	0.002390117211122856
dper	LTR	436.0	165974.0	0.004097985744232151
dper	LTR	58.0	16032.0	0.00039583854972182294
dper	LINE	36.0	83242.0	0.002055288956832833
dper	DNA	41.0	5271.0	0.00013014377467463378
dper	LTR	162.0	64460.0	0.0015915514542832276
dper	LTR	53.0	35957.0	0.0008877973261194852
dper	DNA	216.0	50120.0	0.001237489278446717
dper	LTR	224.0	41599.0	0.0010271012867937943
dper	LTR	41.0	8586.0	0.00021199287599248825
dper	LTR	223.0	163657.0	0.004040777790158706
dper	DNA	46.0	5756.0	0.00014211868090062454
dper	LTR	602.0	343248.0	0.008474974458265736
dper	LTR	96.0	16821.0	0.0004153193765513213
dper	DNA	45.0	12330.0	0.00030443421395147683
dper	LTR	575.0	191349.0	0.004724507899870328
dper	LTR	514.0	129095.0	0.0031874237510191323
dper	LTR	557.0	216517.0	0.0053459191161501956
dper	LTR	58.0	18938.0	0.00046758922496456355
dper	DNA	19.0	22008.0	0.0005433891468486701
dper	LINE	37.0	7480.0	0.00018468515169156908
dper	LTR	214.0	81942.0	0.002023191270041518
dper	LTR	90.0	12795.0	0.0003159153096114474
dper	LTR	1286.0	999632.0	0.02468144218659714
dper	LTR	88.0	30967.0	0.0007645915898974358
dper	LTR	106.0	36124.0	0.0008919206443457542
dper	LTR	51.0	10568.0	0.00026092950308509384
dper	LTR	316.0	161771.0	0.003994211453782997
dper	DNA	57.0	10200.0	0.0002518433886703215
dper	LINE	117.0	50105.0	0.0012371189205222018
dper	DNA	89.0	24511.0	0.0006051895391861029
dper	LTR	55.0	17628.0	0.00043524463289023793
dper	LTR	175.0	65198.0	0.0016097730641693743
dper	LTR	57.0	21843.0	0.0005393152096790032
dper	LTR	69.0	46089.0	0.0011379617588653378
dper	DNA	235.0	61738.0	0.0015243438362478733
dper	LTR	62.0	56945.0	0.0014060021341011232
dper	LTR	45.0	16500.0	0.0004073937169666965
dper	DNA	319.0	238980.0	0.005900542453375826
dper	LTR	41.0	5953.0	0.0001469827149759239
dper	LTR	164.0	78230.0	0.0019315400289881617
dper	LTR	140.0	51201.0	0.0012641797395401108
dper	LTR	61.0	26477.0	0.0006537311178258923
dper	LTR	171.0	60649.0	0.0014974558509280712
dper	LTR	93.0	40474.0	0.000999324442455156
dper	LTR	144.0	24324.0	0.0006005724103938137
dper	LTR	686.0	456330.0	0.011267028779600764
dper	LTR	34.0	18971.0	0.00046840401239849695
dper	LTR	113.0	51938.0	0.0012823766588979566
dper	LTR	35.0	9766.0	0.00024112769938768231
dper	LTR	517.0	384018.0	0.009481607297097992
dper	LTR	85.0	73902.0	0.001824679422501382
dper	LTR	29.0	3832.0	9.461410444947763e-05
dper	LTR	25.0	11407.0	0.00028164485632964283
dper	RC	88.0	78728.0	0.0019438359120820656
dper	DNA	60.0	32798.0	0.0008097999472165886
dper	LTR	78.0	21444.0	0.0005294636888868993
dper	Unknown	28.0	1339.0	3.3060617395054947e-05
dper	LINE	41.0	49517.0	0.0012226008898812066
dper	Chimera	52.0	22228.0	0.0005488210630748928
dper	LTR	87.0	60675.0	0.0014980978046638977
dper	LTR	104.0	82389.0	0.00203422793619207
dper	LTR	218.0	84843.0	0.0020948184926427534
dper	LTR	106.0	33220.0	0.0008202193501596157
dper	LTR	36.0	9243.0	0.0002282145530862531
dper	LTR	128.0	30345.0	0.0007492340812942064
dper	LTR	22.0	6474.0	0.0001598464802207511
dper	LTR	153.0	49667.0	0.0012263044691263585
dper	LTR	255.0	163832.0	0.004045098632611383
dper	LTR	10.0	2801.0	6.915816977113436e-05
dper	LTR	54.0	11373.0	0.00028080537836740844
dper	LTR	73.0	29089.0	0.0007182227777481354
dper	LTR	76.0	27710.0	0.00068417453922104
dper	LINE	53.0	23362.0	0.0005768201221682402
dper	LTR	75.0	35010.0	0.000864415395818427
dper	LTR	73.0	34057.0	0.0008408853223475626
dper	Chimera	62.0	21159.0	0.000522426888321111
dper	DNA	24.0	17797.0	0.00043941733217310895
dper	LTR	22.0	16520.0	0.00040788752753271674
dper	LTR	24.0	3259.0	8.046643173299781e-05
dper	LTR	21.0	10602.0	0.0002617689810473283
dper	LTR	33.0	18088.0	0.00044660227590870343
dper	LINE	47.0	46934.0	0.001158825255279693
dper	LTR	5.0	833.0	2.0567210074742922e-05
dper	LINE	9.0	5034.0	0.00012429211946729396
dper	Satellite/Simple_Repeat	35403.0	3089117.0	0.07627193071363701
dper	Satellite/Simple_Repeat	35466.0	3314312.0	0.08183211423438339
dpse	Unknown	46877.0	1677970.0	0.04531478594970228
dpse	LINE	147.0	7555.0	0.00020402820542083633
dpse	LINE	987.0	896093.0	0.02419963556322614
dpse	Chimera	988.0	209477.0	0.005657076953929918
